"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-5747: 2-methylcitrate cycle II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.221340569623442	-0.0597419706712674	0.751854560588993	0.830825817695297	0.942396950971197	0.953546249314388	0.970475110973557	NA	"abundance"	65	40
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.021924070186317	-0.0597419706712674	0.18906210283529	0.842997548271196	0.942683633670875	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0167798093055053	-0.0597419706712674	0.210742712508992	0.839617684750934	0.942683633670875	0.533491474867222	0.66643230272175	NA	"abundance"	65	60
"PWY-622: starch biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.147849709213493	-0.0597419706712674	0.435770312388179	0.84094077613619	0.942683633670875	0.974700163303842	0.981741427138203	NA	"abundance"	65	36
"PWY-6703: preQ0 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0826572037360667	-0.0597419706712674	0.110077571400426	0.838966555670922	0.942683633670875	0.288482301350024	0.520349996941037	NA	"abundance"	65	59
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.180445603943838	-0.0597419706712674	0.58996334754389	0.838653288602432	0.942683633670875	0.706390492251468	0.796061824169401	NA	"abundance"	65	50
"PWY-7392: taxadiene biosynthesis (engineered)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0460763456496781	-0.0597419706712674	0.502019423696079	0.833901609720311	0.942683633670875	0.537741927023757	0.66643230272175	NA	"abundance"	65	51
"PWY0-1337: oleate &beta;-oxidation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.087076213378013	-0.0597419706712674	0.718185202221785	0.839029504853467	0.942683633670875	0.936088311391687	0.96838018346274	NA	"abundance"	65	40
"PWY-5101: L-isoleucine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.105600507920103	0	0.522805828720255	0.839926099181492	0.942683633670875	0.129015543282333	0.520349996941037	NA	"prevalence"	65	40
"PWY-6920: 6-gingerol analog biosynthesis (engineered)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.105600508020214	0	0.522806762652546	0.839926381117079	0.942683633670875	0.142368638657996	0.520349996941037	NA	"prevalence"	65	25
"PWY-6992: 1,5-anhydrofructose degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.103184213480215	0	0.518622061693574	0.842295289167476	0.942683633670875	0.97512922418123	0.981741427138203	NA	"prevalence"	65	27
"PWY-7874: L-threonate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.103182242805498	0	0.51862130171703	0.842298033516527	0.942683633670875	0.94184669932	0.96838018346274	NA	"prevalence"	65	38
"PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0516901326993984	-0.0597419706712674	0.580698479655028	0.849094975067796	0.948283219908835	0.977227673450211	0.981741427138203	NA	"abundance"	65	31
"PWY66-430: myristate biosynthesis (mitochondria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0123857615311895	-0.0597419706712674	0.379649327398409	0.850470000954215	0.948601154910471	0.661921693867901	0.761735282625759	NA	"abundance"	65	55
"GLUCONEO-PWY: gluconeogenesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0430196365086149	-0.0597419706712674	0.086235011174015	0.852234603719458	0.949352247421164	0.288482301350024	0.520349996941037	NA	"abundance"	65	59
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.102625662521737	-0.0597419706712674	0.230993418254947	0.853955736993863	0.950053057780896	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0147333695582707	-0.0597419706712674	0.244740554022142	0.855613464263333	0.950263869200141	0.257762530885458	0.520349996941037	NA	"abundance"	65	55
"PWY0-42: 2-methylcitrate cycle I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.201903524102127	-0.0597419706712674	0.780606903585559	0.856329739601046	0.950263869200141	0.94551118300155	0.96838018346274	NA	"abundance"	65	43
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0215818161948148	-0.0597419706712674	0.212940937608931	0.858749215820768	0.950523941175659	0.276659232587715	0.520349996941037	NA	"abundance"	65	57
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0405663578396444	-0.0597419706712674	0.104704798346531	0.858468032990208	0.950523941175659	0.533491474867222	0.66643230272175	NA	"abundance"	65	60
"PWY0-461: L-lysine degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.187385662772143	-0.0597419706712674	0.720017278498881	0.860127195776674	0.950839466741685	0.980435598638703	0.982694666838331	NA	"abundance"	65	42
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0271076841700935	-0.0597419706712674	0.511591040332813	0.865993256218553	0.951280470846138	0.416157478841054	0.599432130118737	NA	"abundance"	65	54
"PWY-7279: aerobic respiration II (cytochrome c) (yeast)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.175924018176955	-0.0597419706712674	0.660249193616474	0.86175024914728	0.951280470846138	0.121269955268789	0.520349996941037	NA	"abundance"	65	25
"ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0935230271870352	0	0.550336430283027	0.865058960517276	0.951280470846138	0.820211041028831	0.887541798128213	NA	"prevalence"	65	45
"PWY-5156: superpathway of fatty acid biosynthesis II (plant)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0935275035629956	0	0.550337694297789	0.865052870628432	0.951280470846138	0.957089247373922	0.970475110973557	NA	"prevalence"	65	20
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0935230273708163	0	0.550336587938746	0.865058998540712	0.951280470846138	0.360949467286568	0.588063738837667	NA	"prevalence"	65	45
"PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0112579083783925	-0.0597419706712674	0.291379828612337	0.868968045503689	0.952143828196737	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"PWY-6549: L-glutamine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0812988886054598	-0.0597419706712674	0.127301344367733	0.868387605328332	0.952143828196737	0.155967736320117	0.520349996941037	NA	"abundance"	65	60
"PWY-6992: 1,5-anhydrofructose degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.176519982207822	-0.0597419706712674	0.711677096267177	0.870915046639853	0.95307684349267	0.97512922418123	0.981741427138203	NA	"abundance"	65	27
"KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.166704107198369	-0.0597419706712674	0.678320775016632	0.875509442219856	0.954626531477945	0.984502101023589	0.984502101023589	NA	"abundance"	65	39
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0142333440834723	-0.0597419706712674	0.28862436577618	0.876099901213242	0.954626531477945	0.947943968455213	0.96838018346274	NA	"abundance"	65	43
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0159182193426185	-0.0597419706712674	0.280122310316997	0.876720228334343	0.954626531477945	0.458768202448193	0.627560662943716	NA	"abundance"	65	56
"PWY-6922: L-N&delta;-acetylornithine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0958433798206487	0	0.606376736929562	0.874410204818333	0.954626531477945	0.1809876437181	0.520349996941037	NA	"prevalence"	65	50
"PPGPPMET-PWY: ppGpp metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.111005215567128	-0.0597419706712674	0.331885525942088	0.877868580882301	0.954682081709502	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0156438143314502	-0.0597419706712674	0.292164217404703	0.881005460243131	0.956897316368943	0.236302338636831	0.520349996941037	NA	"abundance"	65	55
"PWY-7003: glycerol degradation to butanol"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0363360861346634	-0.0597419706712674	0.158462449835215	0.883980225278402	0.957877409462532	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PWY-7237: myo-, chiro- and scyllo-inositol degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0810467003362636	-0.0597419706712674	0.143944266118768	0.884109838848751	0.957877409462532	0.598772207295454	0.713605233352116	NA	"abundance"	65	53
"PWY-5367: petroselinate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0054744036674813	-0.0597419706712674	0.374163751713364	0.885531953425003	0.958224874974816	0.661921693867901	0.761735282625759	NA	"abundance"	65	55
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.135674517755465	-0.0597419706712674	0.544399806690041	0.889570300955564	0.960206156118289	0.142766152897945	0.520349996941037	NA	"abundance"	65	56
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0840924764879571	0	0.602219367130598	0.888946318829535	0.960206156118289	0.959444886635276	0.970601222526384	NA	"prevalence"	65	50
"AEROBACTINSYN-PWY: aerobactin biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.179233550969823	-0.0597419706712674	1.1068175891567	0.91486599627714	0.966697246535298	0.937646148096335	0.96838018346274	NA	"abundance"	65	27
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0146551663606717	-0.0597419706712674	0.422259729265589	0.915584518557569	0.966697246535298	0.74835619526072	0.83044712272155	NA	"abundance"	65	52
"FAO-PWY: fatty acid &beta;-oxidation I (generic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.134790003331667	-0.0597419706712674	0.616967111992231	0.903661954117379	0.966697246535298	0.955469022181672	0.970475110973557	NA	"abundance"	65	48
"ORNDEG-PWY: superpathway of ornithine degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.1234587915447	-0.0597419706712674	0.519029311263097	0.902768601837062	0.966697246535298	0.529809445234456	0.66643230272175	NA	"abundance"	65	53
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0176329069900246	-0.0597419706712674	0.38726051920219	0.914088785950089	0.966697246535298	0.74835619526072	0.83044712272155	NA	"abundance"	65	52
"PWY-2941: L-lysine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.073976010711852	-0.0597419706712674	0.128117133075823	0.913077200238859	0.966697246535298	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-5705: allantoin degradation to glyoxylate III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.1460818437596	-0.0597419706712674	0.774235721373841	0.911679880066898	0.966697246535298	0.908907696059343	0.945872841592857	NA	"abundance"	65	46
"PWY-6531: mannitol cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.124917504790948	-0.0597419706712674	0.555921468317556	0.90709655301811	0.966697246535298	0.748356947372063	0.83044712272155	NA	"abundance"	65	52
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0133166890767268	-0.0597419706712674	0.649625276112078	0.911002063601666	0.966697246535298	0.706390491100128	0.796061824169401	NA	"abundance"	65	50
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0826766834827359	-0.0597419706712674	0.204991966581646	0.911696273699722	0.966697246535298	0.499447821259363	0.638999418375949	NA	"abundance"	65	58
"PWY-7118: chitin deacetylation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.026362273806689	-0.0597419706712674	0.289145955930296	0.908574589323534	0.966697246535298	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.110711767630147	-0.0597419706712674	0.429036601059021	0.906216184977997	0.966697246535298	0.677645199206548	0.771903220355733	NA	"abundance"	65	30
"UNMAPPED"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0422795302259444	-0.0597419706712674	0.13994123400211	0.902280994326084	0.966697246535298	0.291874481042789	0.520349996941037	NA	"abundance"	65	61
"CENTFERM-PWY: pyruvate fermentation to butanoate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0610593756590619	0	0.514430740881567	0.905518509022031	0.966697246535298	0.0631021111011037	0.520349996941037	NA	"prevalence"	65	37
"P163-PWY: L-lysine fermentation to acetate and butanoate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0610593757010501	0	0.514430670931838	0.905518496170458	0.966697246535298	0.301482078448623	0.528861698210132	NA	"prevalence"	65	28
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0610593756590619	0	0.514430740881567	0.905518509022031	0.966697246535298	0.0653653017051742	0.520349996941037	NA	"prevalence"	65	37
"PWY0-41: allantoin degradation IV (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0645385751036863	0	0.52941273999235	0.902973485268245	0.966697246535298	0.368401199129214	0.593535265263734	NA	"prevalence"	65	24
"PWY0-461: L-lysine degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0597381915019156	0	0.537646601793468	0.911528709594634	0.966697246535298	0.980435598638703	0.982694666838331	NA	"prevalence"	65	42
"PWY-4984: urea cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0211585337057694	-0.0597419706712674	0.425561270007444	0.928213769402549	0.974056629374855	0.288483295283944	0.520349996941037	NA	"abundance"	65	59
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0809813900077067	-0.0597419706712674	0.231445294232301	0.927403092695428	0.974056629374855	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.126835468709666	-0.0597419706712674	0.768656495320753	0.931106590901746	0.974056629374855	0.289539090526846	0.520349996941037	NA	"abundance"	65	28
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0489241878585943	-0.0597419706712674	0.115574673202181	0.927166016556571	0.974056629374855	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.071005138399967	-0.0597419706712674	0.137399365756739	0.935710053690766	0.974056629374855	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY0-1477: ethanolamine utilization"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0357564714701524	-0.0597419706712674	0.265596332292633	0.928453075147122	0.974056629374855	0.288482301350024	0.520349996941037	NA	"abundance"	65	59
"TCA: TCA cycle I (prokaryotic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0383519584059733	-0.0597419706712674	0.24244471897041	0.93010597036916	0.974056629374855	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-622: starch biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.040491083421411	0	0.513174453484129	0.937109653777877	0.974056629374855	0.974700163303842	0.981741427138203	NA	"prevalence"	65	36
"PWY-6906: chitin derivatives degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0406761886777056	0	0.51317732575673	0.936823103240461	0.974056629374855	0.408343295836997	0.599432130118737	NA	"prevalence"	65	36
"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0404913445058721	0	0.513173956830005	0.937109188364952	0.974056629374855	0.110780644932518	0.520349996941037	NA	"prevalence"	65	29
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0404910835131084	0	0.513173921271781	0.937109588547453	0.974056629374855	0.376419582685806	0.593606554770376	NA	"prevalence"	65	36
"PWY-7807: glyphosate degradation III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0436750751608943	0	0.532448475743879	0.93462535634706	0.974056629374855	0.920817557422323	0.955980041715299	NA	"prevalence"	65	42
"RUMP-PWY: formaldehyde oxidation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.04049134448381	0	0.513173965851	0.937109189502402	0.974056629374855	0.448224880233278	0.620948480577948	NA	"prevalence"	65	29
"HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.109473579128472	-0.0597419706712674	0.687269164772016	0.942566620923858	0.977393277954417	0.17794420113181	0.520349996941037	NA	"abundance"	65	51
"PWY-7356: thiamine diphosphate salvage IV (yeast)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0951929144023456	-0.0597419706712674	0.488501304016864	0.94239216101268	0.977393277954417	0.41615654495254	0.599432130118737	NA	"abundance"	65	54
"P42-PWY: incomplete reductive TCA cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0424601718619407	-0.0597419706712674	0.250981248793078	0.945421100640911	0.978021828249218	0.141027350808017	0.520349996941037	NA	"abundance"	65	56
"PWY-7805: (aminomethyl)phosphonate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0117573059260396	-0.0597419706712674	0.693408152249299	0.945264629181603	0.978021828249218	0.905266895141213	0.945872841592857	NA	"abundance"	65	37
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0807931458308892	-0.0597419706712674	0.32883151070695	0.949154794833859	0.980718137179878	0.257762530885458	0.520349996941037	NA	"abundance"	65	55
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0364756299406172	-0.0597419706712674	0.381054194051344	0.951552225893552	0.981052309695613	0.296249445113456	0.525993912752463	NA	"abundance"	65	52
"PWY66-367: ketogenesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0961231997195559	-0.0597419706712674	0.592470869179431	0.951733505038043	0.981052309695613	0.264986643559829	0.520349996941037	NA	"abundance"	65	20
"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0535534772243439	-0.0597419706712674	0.179456625077504	0.97275162455203	0.987990785403176	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"DARABCATK12-PWY: D-arabinose degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.074563954514016	-0.0597419706712674	0.391202346457294	0.969939558619568	0.987990785403176	0.236302338636831	0.520349996941037	NA	"abundance"	65	55
